actionlog.1	{0} reason: {1}
msg.sealstone.condition_math	The Seal of Math\n\nOnly those on the path to musical talent can break this seal...
msg.sealstone.condition_rabbie	The Seal of Rabbie\n\nOnly the strong can break the seal...
msg.sealstone.disjoint	{0} has lifted {1}.
msg.sealstone.emainmacha.condition	The Seal of South Emain Macha\n\nThose who achieve more in the same time period may break the seal...
msg.sealstone.osnasail.condition	The Seal of North Emain Macha\n\nThose who achieve more in the same time period may break the seal...
msg.sealstone.start_disjoint	{0} has started breaking {1}.
msg.sealstone.unable_in_transform_mode	Seal inaccessible in transformation.
msg.sealstone.unable_pet	Pets cannot break this seal.
msg.sealstone.unavail_before_g2	Seal cannot yet be destroyed.
msg.sealstone.unavail_before_g2_osna	Seal cannot yet be destroyed.
msg.sealstone.unavail_closebeta	Seal cannot be destroyed in closed beta.
msg.server_event.resume	Events resumed.
msg.server_event.stop	Events stopped.
msg.server_event.stop_2	Events stopped.
msg.shop.cannot_get_quest	You can only accept this quest once per day.
msg.shop.cannot_get_quest_dev	개발서버에선 게임시간으로 1시간에 한 번만 탐험 퀘스트를 받을 수 있습니다.
msg.shop.cannot_get_same_quest	You already have the same quest.
msg.shop.cannot_use_in_region	You cannot use that here.
msg.shop.explolevel_too_low	Your exploration level is too low to accept this quest.
msg.shop.have_exploquest	You already have an exploration quest.
msg.shop.unsellable_item	This item cannot be sold.
msg.start_to_weaken	My strength is weakening.
msg.system.run_server	The server has started.
msg.system.run_server01	The server has started.
msg.system.run_server_after	Server starts in {0} seconds.
msg.system.stop_server	Server will shut down due to maintenance.
msg.tame.release	{0} ran away.
msg.tame.release_soon	Tamed monster will be released in 10 seconds.
msg.tame.time_over	{0}に対する魔符の力が消えていきます。
msg.tame.timeover	The scroll on {0} has lost its strength.
msg.title.master_unavailable	This title is only available when its corresponding skill is at a sufficient rank.
msg.title.no_change_arbeit	Title cannot be changed during part-time job hours.
msg.title.no_change_arbeit_2	The current title cannot be changed right now.
msg.title.no_change_today	Titles cannot be changed any more for today.
msg.trace.bag_untradable	Bag cannot be traded.
msg.trade.cannot_complete	Item cannot be traded while it is equipped.
msg.trade.direct_trade_buy	Bank Transaction Note\n\nPre-trade balance: {0} Gold\nItem bought： {1} Gold\nTransaction fee： {2} Gold\nBalance after transaction: {3} Gold
msg.trade.direct_trade_sell	Bank Transaction Note\n\nPre-trade balance： {0} Gold\nItem sold： {1} Gold\nTransaction fee： {2} Gold\nBalance after transaction: {3} Gold
msg.trade.give_item_other	Gave {1} to {0}.
msg.trade.give_take_item	Gave {1} to {0}， received {2}.
msg.trade.insuff_money_bank	Insufficient bank balance.
msg.trade.insuff_money_inv	Insufficient gold inventory.
msg.trade.item.add	{0} placed {1} in the trade window.
msg.trade.item.exchange	{0} exchanged {1} with {2}.
msg.trade.item.remove	{0} removed {1} from the trade window.
msg.trade.no_change_much_same_item	Trade window cannot conduct exchange with the same item.
msg.trade.nothing_left	There is no more of this item.
msg.trade.otherchar_invalidstate	Trade could not be completed.
msg.trade.shop_so_far	You are too far to trade.
msg.trade.take_item_other	Obtained {1} from {0}.
msg.trade.too_much_money_bank	You have too much money, aww man!\nYou can only have 5000000 gold deposited.
msg.trade.too_much_money_inv	Insufficient inventory for gold.
msg.trade.untradable_item	Item cannot be traded.
msg.trade.warning.no_trade_so_far	You are too far to trade.
msg.transform_timeover	Transformation ends in 10 seconds.
msg.transform_unavailable	Transformation is not available for the rest of the day.
msg.treasurechest.cannot_open_chest	Unable to open chest.
msg.treasurechest.find_event_item	{0} has found {1}.
msg.treasurechest.kill_monster_first	Kill the monsters guarding the chest.
msg.tutorial.success	Success!
msg.unable_chat_area_1	You are in a silent zone. Chat is disabled.
msg.unable_chat_area_2	Chat is disabled in the silent zone.
msg.unable_chat_by_gm	You are silenced by a GM.
msg.unable_chat_by_gm_minute	You are silenced by a GM. You may resume chat in {0} minutes.
msg.unable_chat_silence_mode	Unable to chat in a silent zone.
msg.untrain.compensate_exp	Skill Level Unranking Compensation\n\n Experience: {0}\n Gold: {1}
msg.vehicle.aready_ride	Already riding.
msg.vehicle.cannnot_pickup	Cannot ride pet.
msg.vehicle.cannot_get_off_stop	Cannot get off while in motion.
msg.vehicle.cannot_pickupnpc	NPCs cannot ride pets.
msg.vehicle.cannot_ride	Unable to ride.
msg.vehicle.cannot_ride_arena	Cannot ride in the arena.
msg.vehicle.cannot_ride_cutscene	Currently viewing cutscene.
msg.vehicle.cannot_ride_enchant	Currently enchanting.
msg.vehicle.cannot_ride_no_allow	Request was refused.
msg.vehicle.cannot_ride_no_allow_owner	Request was refused.
msg.vehicle.cannot_ride_no_seat	No empty seat available.
msg.vehicle.cannot_ride_not_party	Not in the same party.
msg.vehicle.cannot_ride_npc_talk	Currently talking to NPC.
msg.vehicle.cannot_ride_obstacle	Cannot ride due to obstacle.
msg.vehicle.cannot_ride_passenger_dead	Passenger cannot be unconscious.
msg.vehicle.cannot_ride_personal_shop	Viewing personal shop.
msg.vehicle.cannot_ride_pet	Pets cannot ride.
msg.vehicle.cannot_ride_pet_pvp	Currently in a pet duel.
msg.vehicle.cannot_ride_sitdown	Cannot ride while sitting down.
msg.vehicle.cannot_ride_skill	Cannot ride while skill is active.
msg.vehicle.cannot_ride_too_far	Too far to ride.
msg.vehicle.cannot_ride_trade	Currently in a trade.
msg.vehicle.cannot_ride_vehicle_dead	Currently unconscious.
msg.vehicle.cannot_ride_when_moving	Cannot ride while in motion.
msg.warp_unable_while_unmovable	Cannot be unconscious during warp.
object.memotitle	<<CAUTION>>
object_airballoon.1	Cannot board hot-air balloon during battle.
object_airballoon.2	Cannot board hot-air balloon while in motion.
object_airballoon.3	Cannot board hot-air balloon while it is in flight.
object_airballoon.4	Maximum number of passengers reached.
object_airballoon.5	Cannot board a hot-air balloon about to break.
object_airballoon.6	You must be in the hot-air balloon party to board.
object_airballoon.7	Too far away to board.
object_airballoon.8	If you leave the area, board another hot-air balloon, or go offline, you will lose your stars.\nYou will not be able to turn them in to Kelpie for a reward.
object_airballoon.9	The hot-air balloon is falling.
object_airballoon.10	The hot-air balloon is damaged.
object_airballoon.11	The hot-air balloon is falling.
object_airballoon.12	The hot-air balloon is damaged.
object_airballoon.13	Player limit for the hot-air balloon exceeded.
object_bridge.1	{0} successfully established {1}.
object_bridge.2	The bridge has collapsed.
object_character.2	Switched to control mode.
object_character.3	Switched to control mode.
object_character.4	Mushrooms have appeared.
object_character.5	Mushrooms have disappeared.
object_character.6	Switched to control mode.
object_character.7	Switched to normal mode.
object_character.8	{0} 大会志願者の募集を開始します。
object_character.9	大会志願者の募集を開始できません。
object_character.10	{0} 大会を開始します。
object_character.11	大会を開始できません。
object_character.12	{0} 大会を終了します。
object_character.13	大会を終了できません。
object_character.14	{0} 大会の段階を {1}に変更します。
object_character.15	大会の段階を変更できません。
object_character.16	モンスターレイドがコンソールモードで動作するようになります。
object_character.17	モンスターレイドが一般モードで動作するようになります。
object_character.18	レイド {0}の stateを {1}に変更します。
object_character.19	mclist.csv에 함수 목록이 저장되었습니다.
object_character.20	스트립트 함수 목록을 파일로 덤프합니다.
object_character.21	(No registration instructions.)
object_character.22	(No registered uses.)
object_character_hc.1	Night-time exploration bonus: +{0} experience
object_character_hc.2	Too far away to share food.
object_character_hc.3	Pets cannot perform gestures.
object_character_hc.4	Cannot perform gesture while moving.
object_character_hc.5	Cannot perform gesture while skill is active.
object_character_hc.6	Cannot perform gesture while riding.
object_character_hc.7	Cannot perform gesture while riding.
object_character_hc.8	Non-exclusive status.
object_character_hc.9	Exclusive status has been lifted.
object_character_hc.10	Non-removable exclusive potion.
object_character_hc.11	Unable to remove exclusive status.
object_character_hc.12	Failed to use the potion.
object_characteretc.1	Exploration: +{0} experience 
object_characteretc.2	(weak monster) Exploration: +0 experience 
object_characteretc.3	Now that I'm sitting, I feel much more relaxed.
object_characteretc.4	Resting has sped up recovery.
object_characteretc.5	I can share food with other people like this.
object_characteretc.6	Sheep remaining: {0}
object_characteretc.7	Protect the sheep from the wolf attacks.
object_characteretc.8	締め切り時間まで{0}
object_characteretc.9	残っている羊: {0}匹
object_characteretc.10	受けられる試験がありません。
object_characteretc.11	修理に失敗したが、修理保護ポーションの効果で耐久度は減少しなかった。
object_characteretc.12	{0} Fusion Bonus\n
object_characteretc.13	Fusion bonus disappeared.
object_characteretc.14	Insufficient Jousting points.
object_characteretc.15	Bank transaction failed.
object_characteretc.16	Bank transaction failed.
object_characteretc.17	Not enough {0}.
object_characteretc.18	Not enough points.
object_characteretc.19	You cannot ask for help.
object_characteretc.20	You cannot ask for help.
object_characteretc.21	You can only send out one request per day.
object_characteretc.22	Waiting for a reply.
object_characteretc.23	There is nobody around to help. Try again later.
object_characteretc.24	You have issued a request for help.
object_characteretc.25	Falias still exists. Try quitting your current party and forming a new one.
object_characteretc.26	Eclipse Wing has dispersed.
object_characteretc.27	Eclipse Wing has been deactivated due to lack of experience values.
object_characteretc.28	You have not received any rewards.
object_characterevent.1	首長の祝福が消えました。
object_characterevent.2	首長の祝福が消えました。
object_characterevent.3	首長の祝福が消えました。
object_characterevent.4	누적 레벨 30 이상이 되시면 무료 서비스 제공이 중단되오니, 이용에 착오 없으시기 바랍니다.
