ego.1	Soc
ego_female_wand.83	作曲スキルはスキルレベルが上がるほど<br/>作れる曲が長くなります。<br/>もし、曲作りに興味があるならば、<br/>このスキルを取得してみてはいかがでしょう。<p/><face name='smile3'/>…ただ、作曲に夢中になって<br/>私と話していただける機会が減ってしまうと…<p/>少し…さみしいです…。<p/>でっ、でも<username/>さんは<br/>そんなことはないですよね？
ego_female_wand.84	<face name='good'/>はい、裁縫ですね。<br/>言葉の通り、服を作るスキルのことです。<p/><face name='relief'/>…え？私の服はどうやって作られたか…ですか？<br/>うーん…。
ego_female_wand.85	裁縫でもっとも大事なものは<br/>やはり型紙ではないでしょうか。<p/>どの型紙で作るかによって<br/>作れる服の種類が決まりますから。<p/>もし、私が着ている服を作りたいのでしたら<br/>まず、その型紙から用意しないと…。<p/>ですが、それなりに長い間生きてきました私も、<br/>この服の型紙は見たことがありません。<p/><face name='smile3'/>なぜかと言いますと…<br/>この服は<username/>さんのイメージが具現化したもので<br/>型紙は<username/>さんの心の中にしかないからです！<br/>ふふっ。
ego_female_wand.86	マグナムショットは弓を使う人が持つスキルですね。<br/>たとえて言うなら、レンジアタック版のスマッシュみたいなものでしょうか。<p/>マグナムショットで矢を飛ばすと、通常のレンジアタックより<br/>強力な遠距離攻撃ができると聞いたことがあります。
ego_female_wand.87	…マグナムショットについて興味がおありのようですが…。<br/>できましたらワンドでできることについても<br/>興味を持っていただけたら嬉しいです。<p/><face name='bad2'/>寂しいというのもありますが、<br/>弓という武器自体にどうにも好感が持てませんので…。
ego_female_wand.88	カウンターアタック？<br/>そうですね…私も近接戦闘スキルだというくらいしか…。<p/>私自身はあまり興味がないのですが、<br/><username/>さんがお知りになりたいのでしたら<br/>頑張って調べます。<p/><face name='good'/>そのかわり…<username/>さんもあたしがこの世界について<br/>もっと詳しくなるように手伝ってくださいね。<br/>ふふっ。
ego_female_wand.89	カウンターアタックは相手が攻撃する力を利用して<br/>反撃するスキルです。<br/>強力な敵に相対したときに使うといいと思います。<p/>でも、こういったスキルは、<p/>モンスターとの戦闘はともかく、 <br/>人との争いでは控えたほうが良いかもしれません。<p/>人にやり返した痛みはさらに大きくなってまた自分に戻ってくる…。<br/>それが自然の理だと思いますので。
ego_female_wand.90	スマッシュ スキルですか？<br/>申し訳ないのですが私は近接戦闘スキルには<br/>あまり詳しくなくて…。<p/>でも、<username/>さんがお知りになりないことでしたら、<br/>頑張って調べます！<p/><face name='good'/>ですから…<username/>さんもあたしがこの世界についてもっと詳しくなるように手伝ってくださいね。<br/>ふふっ。
ego_female_wand.91	はい。<br/><username/>さんがスマッシュスキルについて<br/>ご興味がおありのようでしたので、少し調べておきました。<p/>スマッシュスキルは気力を一点に集中して<br/>相手を攻撃するスキルらしいです。<br/>通常攻撃よりも強力な攻撃ができるようですね。<p/>そのかわり…注意しなければならないことがあります。<br/>もし、<username/>さんがスマッシュスキルを使う時、<br/>相手がカウンターアタックで防御したら<br/>スマッシュが強力な分、大きいダメージを受けることになります。<p/>カウンターアタックを使っている間は動けないそうですから、<br/>相手が止まっていたら要注意です。<p/><face name='wrath'/>あ、あと…私のワンドを手に持っているときは<br/>スマッシュは遠慮していただけると…。
ego_female_wand.92	<face name='bad1'/>疑惑？<br/>すみません、ちょっとそれには心当たりが…。<p/>まだまだ世の中にはわからないことが多いですね。
ego_female_wand.93	<face name='bad2'/>さしでがましいですが、<br/>そういったことを知りたがるのは<br/>あまり良いこととは思えません。<p/><face name='bad2'/>用心のために知っておきたいというのはわかりますが、<br/>こうしたことを知りたがることで<br/>まわりとの関係を悪くしてしまうのではないかと…。<p/><face name='bad2'/>申し訳ありませんが、知ってても答えられないことが<br/>私にもあります。<br/>もちろん、私と<username/>さんは契約を結んでいますので<br/>できるかぎりお力にはなりたいと思っていますが…。<br/>
ego_female_wand.94	採集スキルは、人が生きるうえで必要なものを<br/>自然から得るスキルです。<br/>採集スキルが高いほど、自然から<br/>必要なものを取得しやすい…そうです。<p/>すみません…関係のあるものを吸収してみないと<br/>どうもよくわからなくて…。
